request_id,layer,step,mask_ratio,source,strategy,heads_per_group,window_size,baseline_physical_sparsity,physical_tile_sparsity,improvement,required_tile_reduction
context-0-regime-2,1,1,0.14,previous,bitmap,4,4096,0.4329833984375,0.3363494873046875,-0.0966339111328125,-0.17042518837459641
context-0-regime-2,1,1,0.14,previous,bitmap,8,1024,0.4329833984375,0.3843231201171875,-0.0486602783203125,-0.08581808396124857
context-0-regime-2,1,1,0.14,previous,bitmap,8,4096,0.4329833984375,0.3302764892578125,-0.1027069091796875,-0.18113562970936492
context-0-regime-2,1,1,0.14,previous,bitmap,32,1024,0.4329833984375,0.389190673828125,-0.043792724609375,-0.07723358449946183
context-0-regime-2,1,1,0.14,previous,bitmap,32,4096,0.4329833984375,0.3611907958984375,-0.0717926025390625,-0.1266146393972012
context-0-regime-0,2,1,0.89,current,bitmap,1,256,0.001678466796875,0.014312744140625,0.01263427734375,0.012655519212545485
context-0-regime-0,2,1,0.89,current,bitmap,1,512,0.001678466796875,0.022491455078125,0.02081298828125,0.020847980925014498
context-0-regime-0,2,1,0.89,current,bitmap,1,1024,0.001678466796875,0.02886962890625,0.027191162109375,0.027236878305260892
context-0-regime-0,2,1,0.89,current,bitmap,1,4096,0.001678466796875,0.0341796875,0.032501220703125,0.03255586464096838
context-0-regime-0,2,1,0.89,current,bitmap,2,512,0.001678466796875,0.003631591796875,0.001953125,0.0019564087671567476
context-0-regime-0,2,1,0.89,current,bitmap,2,1024,0.001678466796875,0.0044097900390625,0.0027313232421875,0.0027359153853208085
context-0-regime-0,2,1,0.89,current,bitmap,2,4096,0.001678466796875,0.0055999755859375,0.0039215087890625,0.003928101977807019
context-0-regime-0,2,1,0.89,current,bitmap,4,512,0.001678466796875,0.0020294189453125,0.0003509521484375,0.00035154220034849804
context-0-regime-0,2,1,0.89,current,bitmap,4,1024,0.001678466796875,0.002044677734375,0.0003662109375,0.000366826643841911
context-0-regime-0,2,1,0.89,current,bitmap,4,4096,0.001678466796875,0.0021820068359375,0.0005035400390625,0.0005043866352826276
context-0-regime-0,2,1,0.89,current,bitmap,8,1024,0.001678466796875,0.001739501953125,6.103515625e-05,6.113777397365183e-05
context-0-regime-0,2,1,0.89,current,bitmap,8,4096,0.001678466796875,0.00189208984375,0.000213623046875,0.0002139822089077814
context-0-regime-0,2,1,0.89,current,bitmap,32,1024,0.001678466796875,0.001678466796875,0.0,0.0
context-0-regime-0,2,1,0.89,current,bitmap,32,4096,0.001678466796875,0.0016937255859375,1.52587890625e-05,1.5284443493412958e-05
context-0-regime-0,2,1,0.89,previous,bitmap,1,256,0.001678466796875,0.008544921875,0.006866455078125,0.006877999572035609
context-0-regime-0,2,1,0.89,previous,bitmap,1,512,0.001678466796875,0.012786865234375,0.0111083984375,0.01112707486320419
context-0-regime-0,2,1,0.89,previous,bitmap,1,1024,0.001678466796875,0.014312744140625,0.01263427734375,0.012655519212545485
context-0-regime-0,2,1,0.89,previous,bitmap,1,4096,0.001678466796875,0.0146484375,0.012969970703125,0.01299177696940057
context-0-regime-0,2,1,0.89,previous,bitmap,2,512,0.001678466796875,0.002593994140625,0.00091552734375,0.0009170666096047775
context-0-regime-0,2,1,0.89,previous,bitmap,2,1024,0.001678466796875,0.002593994140625,0.00091552734375,0.0009170666096047775
context-0-regime-0,2,1,0.89,previous,bitmap,2,4096,0.001678466796875,0.002838134765625,0.00115966796875,0.0011616177054993848
context-0-regime-0,2,1,0.89,previous,bitmap,4,512,0.001678466796875,0.001739501953125,6.103515625e-05,6.113777397365183e-05
context-0-regime-0,2,1,0.89,previous,bitmap,4,1024,0.001678466796875,0.001861572265625,0.00018310546875,0.0001834133219209555
context-0-regime-0,2,1,0.89,previous,bitmap,4,4096,0.001678466796875,0.001983642578125,0.00030517578125,0.00030568886986825916
context-0-regime-0,2,1,0.89,previous,bitmap,8,1024,0.001678466796875,0.001800537109375,0.0001220703125,0.00012227554794730366
context-0-regime-0,2,1,0.89,previous,bitmap,8,4096,0.001678466796875,0.001861572265625,0.00018310546875,0.0001834133219209555
context-0-regime-0,2,1,0.89,previous,bitmap,32,1024,0.001678466796875,0.0016632080078125,-1.52587890625e-05,-1.5284443493301936e-05
context-0-regime-0,2,1,0.89,previous,bitmap,32,4096,0.001678466796875,0.001678466796875,0.0,0.0
context-0-regime-1,2,1,0.49,current,bitmap,1,256,0.0849456787109375,0.136260986328125,0.0513153076171875,0.056078974136637316
context-0-regime-1,2,1,0.49,current,bitmap,1,512,0.0849456787109375,0.165985107421875,0.0810394287109375,0.0885624239190248
context-0-regime-1,2,1,0.49,current,bitmap,1,1024,0.0849456787109375,0.183563232421875,0.0986175537109375,0.10777234904700761
