condition,id,task,canvas_index,iterations,stopped_natively,hit_cap,final_entropy,final_flips,dense_bootstrap_steps,generated_tokens,returned_tokens,eligible,skipped,global_eligible,global_skipped,local_eligible,local_skipped
M_s70,ruler4k/ruler_4096_niah_multiquery_p0250,niah_multiquery,0,14,True,False,0.0020096278749406338,0,0,87,87,338240,235807,125440,87977,212800,147830
M_s70,ruler4k/ruler_4096_niah_multiquery_p0281,niah_multiquery,0,23,True,False,0.004306140821427107,0,0,89,89,555680,383424,206080,140124,349600,243300
M_s70,ruler4k/ruler_4096_niah_multiquery_p0293,niah_multiquery,0,43,True,False,0.00046823537559248507,0,0,87,87,1038880,723489,385280,268949,653600,454540
M_s70,ruler4k/ruler_4096_niah_multiquery_p0268,niah_multiquery,0,23,True,False,0.002310251584276557,0,0,85,85,592480,410181,242880,168301,349600,241880
M_s70,ruler4k/ruler_4096_niah_multiquery_p0273,niah_multiquery,0,27,True,False,0.0038944315165281296,0,0,88,88,695520,467630,285120,192230,410400,275400
M_s70,ruler4k/ruler_4096_niah_multiquery_p0252,niah_multiquery,0,21,True,False,0.0009167795069515705,0,0,85,85,507360,342001,188160,123375,319200,218626
M_s70,ruler4k/ruler_4096_niah_multiquery_p0266,niah_multiquery,0,17,True,False,0.0017724067438393831,0,0,81,81,437920,308358,179520,129624,258400,178734
M_s70,ruler4k/ruler_4096_niah_multiquery_p0298,niah_multiquery,0,19,True,False,0.0018717014463618398,0,0,85,85,489440,341652,200640,140915,288800,200737
M_s70,ruler4k/ruler_4096_niah_multiquery_p0264,niah_multiquery,0,24,True,False,0.0009160843910649419,0,0,87,87,579840,403929,215040,148990,364800,254939
M_s70,ruler4k/ruler_4096_niah_multiquery_p0285,niah_multiquery,0,30,True,False,0.0031859446316957474,0,0,87,87,724800,489598,268800,180383,456000,309215
M_s70,ruler4k/ruler_4096_vt_p0601,vt,0,48,False,True,0.008456844836473465,4,0,30,30,1251840,845763,522240,374379,729600,471384
M_s70,ruler4k/ruler_4096_vt_p0617,vt,0,21,True,False,0.0019484017975628376,0,0,30,30,547680,376261,228480,163851,319200,212410
M_s70,ruler4k/ruler_4096_vt_p0632,vt,0,11,True,False,0.0018134444253519177,0,0,30,30,286880,214667,119680,92431,167200,122236
M_s70,ruler4k/ruler_4096_vt_p0618,vt,0,8,True,False,0.0024327558930963278,0,0,30,30,208640,154543,87040,67975,121600,86568
M_s70,ruler4k/ruler_4096_vt_p0603,vt,0,8,True,False,0.0031563742086291313,0,0,30,30,208640,153621,87040,67230,121600,86391
M_s70,ruler4k/ruler_4096_vt_p0624,vt,0,9,True,False,0.0036876220256090164,0,0,30,30,234720,177781,97920,78233,136800,99548
M_s70,ruler4k/ruler_4096_vt_p0607,vt,0,9,True,False,0.0006144712097011507,0,0,30,30,233280,169290,96480,73662,136800,95628
M_s70,ruler4k/ruler_4096_vt_p0611,vt,0,48,False,True,0.0077962977811694145,5,0,30,30,1221120,814622,491520,350379,729600,464243
M_s70,ruler4k/ruler_4096_vt_p0623,vt,0,48,False,True,0.11091651022434235,22,0,30,30,1251840,838860,522240,372129,729600,466731
M_s70,ruler4k/ruler_4096_vt_p0620,vt,0,9,True,False,0.004171242471784353,0,0,30,30,234720,172615,97920,75953,136800,96662
M_s70,ruler4k/ruler_4096_cwe_p0045,cwe,0,48,False,True,0.053108423948287964,2,0,120,120,1213440,766408,483840,292687,729600,473721
M_s70,ruler4k/ruler_4096_cwe_p0014,cwe,0,48,False,True,0.0021256874315440655,1,0,120,120,1221120,789529,491520,301765,729600,487764
M_s70,ruler4k/ruler_4096_cwe_p0044,cwe,0,48,False,True,0.00796092115342617,2,0,68,68,1236480,833606,506880,328883,729600,504723
M_s70,ruler4k/ruler_4096_cwe_p0005,cwe,0,48,False,True,0.056252554059028625,10,0,120,120,1213440,767372,483840,297002,729600,470370
