dimension,value,veto_bin,kept_tiles,tiles,fraction_of_kept,mean_veto_attention_mass,new_max_fraction,mean_v_max_norm,mean_v_variance
layer,27,5-8,45417,4691,0.10328731532245634,0.1220836490392685,0.5926241739501172,23.08481216430664,1.5055668354034424
layer,27,9-16,45417,4660,0.10260475152475945,0.1562432199716568,0.6182403433476394,23.023395538330078,1.4838505983352661
layer,27,17-32,45417,4782,0.10529097034150207,0.19001948833465576,0.6398996235884568,22.834497451782227,1.4232550859451294
layer,27,33-64,45417,5613,0.12358808375718343,0.2204187512397766,0.6992695528238019,22.393341064453125,1.319596529006958
layer,27,65-128,45417,11282,0.2484091859876258,0.20728829503059387,0.8873426697394079,21.985666275024414,1.2316564321517944
layer,28,1,42956,6225,0.14491572772138933,0.061433810740709305,0.42008032128514056,24.34135627746582,1.6114240884780884
layer,28,2-4,42956,7179,0.16712449948784802,0.08468622714281082,0.48293634210892883,24.579862594604492,1.6054879426956177
layer,28,5-8,42956,4131,0.09616817208306173,0.10786404460668564,0.5681433067053983,24.620288848876953,1.5673574209213257
layer,28,9-16,42956,4256,0.09907812645497718,0.12649421393871307,0.5643796992481203,24.43085479736328,1.5266897678375244
layer,28,17-32,42956,4708,0.10960052146382344,0.15805096924304962,0.5535259133389975,24.203092575073242,1.4678385257720947
