dimension,value,veto_bin,kept_tiles,tiles,fraction_of_kept,mean_veto_attention_mass,new_max_fraction,mean_v_max_norm,mean_v_variance
head,31,5-8,49405,4142,0.0838376682522012,0.08878996968269348,0.6117817479478512,14.42392349243164,0.7761240005493164
head,31,9-16,49405,4662,0.09436291873292177,0.09453413635492325,0.6443586443586443,13.826653480529785,0.7171576619148254
head,31,17-32,49405,5091,0.10304625037951624,0.11422165483236313,0.6511490866234532,13.357195854187012,0.6611313223838806
head,31,33-64,49405,6237,0.12624228316971967,0.18692468106746674,0.7179733846400513,13.207935333251953,0.6308726668357849
head,31,65-128,49405,18541,0.37528590223661573,0.1137348860502243,0.7424626503424843,8.822131156921387,0.3570973873138428
step,1,1,680777,34447,0.05059953553072445,0.017230823636054993,0.0023804685458820797,15.59130859375,0.6852630972862244
step,1,2-4,680777,50139,0.073649667952942,0.025412755087018013,0.011408284967789546,15.159090042114258,0.6474195122718811
step,1,5-8,680777,35559,0.05223296321702995,0.03387226164340973,0.03214376107314604,14.464908599853516,0.596470296382904
step,1,9-16,680777,44554,0.06544580677666842,0.04217991232872009,0.08098038335502986,14.201089859008789,0.5832594037055969
step,1,17-32,680777,57746,0.08482366472427828,0.055934563279151917,0.17810757455061824,14.320121765136719,0.5969817042350769
step,1,33-64,680777,85740,0.12594432538114536,0.08181019127368927,0.37302309307207837,14.102242469787598,0.5898308157920837
step,1,65-128,680777,372592,0.5473040364172115,0.10839833319187164,0.682599196976854,10.015087127685547,0.3715963065624237
step,3,1,496981,48711,0.09801380736889338,0.053845129907131195,0.13559565601198909,15.931865692138672,0.9846383333206177
step,3,2-4,496981,65654,0.13210565393848053,0.07454026490449905,0.34789959484570626,15.703149795532227,0.962306559085846
step,3,5-8,496981,45378,0.09130731355927088,0.09626317769289017,0.5939001278152408,15.382835388183594,0.9364246726036072
step,3,9-16,496981,53348,0.10734414394111647,0.11106479167938232,0.7338794331558821,14.80448055267334,0.887047529220581
step,3,17-32,496981,59150,0.1190186345152028,0.12273798137903214,0.8072696534234995,13.5872802734375,0.7884491682052612
step,3,33-64,496981,71193,0.14325094923145956,0.17664934694766998,0.8523871728962117,12.064277648925781,0.6594138145446777
step,3,65-128,496981,153547,0.3089594974455764,0.13370372354984283,0.8866601105850326,8.536794662475586,0.40839290618896484
step,5,1,347274,56970,0.16404913699269166,0.08624949306249619,1.0,14.808012008666992,0.9415019750595093
step,5,2-4,347274,70616,0.20334375737889965,0.10981623083353043,1.0,14.152631759643555,0.8745052218437195
step,5,5-8,347274,42968,0.12372938947344173,0.12832799553871155,1.0,13.349178314208984,0.7976523041725159
step,5,9-16,347274,43549,0.12540241999113091,0.14310596883296967,1.0,12.551634788513184,0.7288625240325928
step,5,17-32,347274,42544,0.1225084515397064,0.17839418351650238,1.0,11.869595527648926,0.6687668561935425
step,5,33-64,347274,42705,0.122972062406054,0.288939893245697,1.0,11.438323974609375,0.6309202313423157
step,5,65-128,347274,47922,0.13799478221807565,0.21995067596435547,1.0,11.94498062133789,0.6657662987709045
