benchmark,task,condition,count,accuracy,dense_accuracy,delta,paired_ci95,matching_tokens,compared_tokens,token_agreement,sequence_exact_match,relative_accuracy,length_terminated,empty_outputs,overall_eligible,overall_skipped,overall_softmax_skipped,overall_pv_omitted,overall_compensated,overall_mass_sum,overall_rows,overall_error_sq,overall_dense_sq,overall_denominator_mass_sum,overall_same_budget_best_mass_sum,overall_wrongly_replaced_vs_mass,overall_unnecessarily_retained_vs_mass,overall_physical_sparsity,overall_pv_omission,overall_mass,overall_denominator_mass,overall_relative_error,overall_rescued_rows,overall_prefix_eligible,overall_prefix_skipped,overall_prefix_replaced,overall_canvas_eligible,overall_canvas_skipped,overall_canvas_replaced,overall_boundary_eligible,overall_boundary_skipped,overall_boundary_replaced,overall_softmax_sparsity,overall_compensation_fraction,overall_mass_selection_gap,overall_wrongly_replaced_fraction,overall_rescued_row_rate,overall_prefix_sparsity,overall_canvas_sparsity,overall_boundary_sparsity,global_eligible,global_skipped,global_softmax_skipped,global_pv_omitted,global_compensated,global_mass_sum,global_rows,global_error_sq,global_dense_sq,global_denominator_mass_sum,global_same_budget_best_mass_sum,global_wrongly_replaced_vs_mass,global_unnecessarily_retained_vs_mass,global_physical_sparsity,global_pv_omission,global_mass,global_denominator_mass,global_relative_error,global_rescued_rows,global_prefix_eligible,global_prefix_skipped,global_prefix_replaced,global_canvas_eligible,global_canvas_skipped,global_canvas_replaced,global_boundary_eligible,global_boundary_skipped,global_boundary_replaced,global_softmax_sparsity,global_compensation_fraction,global_mass_selection_gap,global_wrongly_replaced_fraction,global_rescued_row_rate,global_prefix_sparsity,global_canvas_sparsity,global_boundary_sparsity,local_eligible,local_skipped,local_softmax_skipped,local_pv_omitted,local_compensated,local_mass_sum,local_rows,local_error_sq,local_dense_sq,local_denominator_mass_sum,local_same_budget_best_mass_sum,local_wrongly_replaced_vs_mass,local_unnecessarily_retained_vs_mass,local_physical_sparsity,local_pv_omission,local_mass,local_denominator_mass,local_relative_error,local_rescued_rows,local_prefix_eligible,local_prefix_skipped,local_prefix_replaced,local_canvas_eligible,local_canvas_skipped,local_canvas_replaced,local_boundary_eligible,local_boundary_skipped,local_boundary_replaced,local_softmax_sparsity,local_compensation_fraction,local_mass_selection_gap,local_wrongly_replaced_fraction,local_rescued_row_rate,local_prefix_sparsity,local_canvas_sparsity,local_boundary_sparsity,overall_mass_sample_p10_p50_p90,overall_relative_error_sample_p10_p50_p90,overall_physical_sparsity_sample_p10_p50_p90,global_mass_sample_p10_p50_p90,global_relative_error_sample_p10_p50_p90,global_physical_sparsity_sample_p10_p50_p90,local_mass_sample_p10_p50_p90,local_relative_error_sample_p10_p50_p90,local_physical_sparsity_sample_p10_p50_p90,equal_task_macro,dense_equal_task_macro,correct,unparsed_answers
longbench_v2,Long-dialogue History Understanding,jl_sign_r32_s50,4,0.0,0.0,0.0,"(0.0, 0.0)",199,3864,0.05150103519668737,0.0,,0,0,41415360.0,21195715.0,0.0,21195715.0,0.0,37236735.98059717,51486720.0,413400320.68204105,5240088062.170166,37236735.98059717,46754205.006952286,4965852.0,4965852.0,0.5117839130216422,0.5117839130216422,0.7232299121132045,0.7232299121132045,0.28087695728252254,0.0,39404160.0,20444994.0,20444994.0,1608960.0,573563.0,573563.0,402240.0,177158.0,177158.0,0.0,0.0,0.18485289073289418,0.11990362995758096,0.0,0.5188536946352872,0.3564805837311058,0.440428599840891,35046560.0,17979013.0,0.0,17979013.0,0.0,7747472.176811218,8581120.0,15518165.1222668,1361407581.486084,7747472.176811218,7932180.889572144,3702875.0,3702875.0,0.5130036442949037,0.5130036442949037,0.9028509305092131,0.9028509305092131,0.10676431106179311,0.0,34711360.0,17947081.0,17947081.0,268160.0,31821.0,31821.0,67040.0,111.0,111.0,0.0,0.0,0.02152501220830443,0.10565587606886381,0.0,0.5170376787311128,0.11866423031026253,0.001655727923627685,6368800.0,3216702.0,0.0,3216702.0,0.0,29489263.80378595,42905600.0,397882155.5597742,3878680480.684082,29489263.80378595,38822024.11738014,1262977.0,1262977.0,0.5050719130762467,0.5050719130762467,0.6873057084340027,0.6873057084340027,0.32028398894560256,0.0,4692800.0,2497913.0,2497913.0,1340800.0,541742.0,541742.0,335200.0,177047.0,177047.0,0.0,0.0,0.21751846643781214,0.19830690239919607,0.0,0.5322862683259462,0.40404385441527446,0.5281831742243437,"[0.714818252711497, 0.7247227562285425, 0.7303595793613834]","[0.2732199578277829, 0.28664921002276866, 0.29143982105259914]","[0.4275544814934532, 0.49119319695642993, 0.5409545572541683]","[0.898423731583093, 0.9071755052023838, 0.9121124635327569]","[0.08720273520618994, 0.09943024299574117, 0.1136604818874943]","[0.4130347596705709, 0.48845144363068926, 0.5478181233403528]","[0.6763645549380373, 0.6890083360041608, 0.6951207008699402]","[0.311366502590972, 0.32672521769266616, 0.3332140704501473]","[0.5011685215805405, 0.5054671700289148, 0.5088754639998341]",0.0,0.0,0.0,1
longbench_v2,Long-dialogue History Understanding,mass_s50,4,0.0,0.0,0.0,"(0.0, 0.0)",122,3287,0.037115911165196226,0.0,,0,0,26253760.0,12890491.0,12890491.0,12890491.0,0.0,24638160.70582342,32808960.0,293259034.2831364,3414862291.87442,24638160.70582342,29766132.090187073,2740583.0,2740583.0,0.49099599447850517,0.49099599447850517,0.7509582963258641,0.7509582963258641,0.2930482299714706,0.0,24972160.0,12306954.0,12306954.0,1025280.0,458530.0,458530.0,256320.0,125007.0,125007.0,0.49099599447850517,0.0,0.15629789497636168,0.10438820953646259,0.0,0.49282697211614857,0.4472241729088639,0.48769897003745316,22195360.0,10865698.0,10865698.0,10865698.0,0.0,4952875.760505676,5468160.0,9663249.003242452,857700868.7998047,4952875.760505676,5047029.605003357,1968293.0,1968293.0,0.4895481758349493,0.4895481758349493,0.9057664297507162,0.9057664297507162,0.10614356262995267,0.0,21981760.0,10821247.0,10821247.0,170880.0,44139.0,44139.0,42720.0,312.0,312.0,0.4895481758349493,0.0,0.017218560630574208,0.08868038184557493,0.0,0.4922830110054882,0.2583040730337079,0.007303370786516854,4058400.0,2024793.0,2024793.0,2024793.0,0.0,19685284.945317745,27340800.0,283595785.27989393,2557161423.0746155,19685284.945317745,24719102.485183716,772290.0,772290.0,0.4989141040804258,0.4989141040804258,0.7199966696408937,0.7199966696408937,0.33302038153707275,0.0,2990400.0,1485707.0,1485707.0,854400.0,414391.0,414391.0,213600.0,124695.0,124695.0,0.4989141040804258,0.0,0.18411376184551917,0.19029420461265523,0.0,0.49682550829320493,0.48500819288389513,0.5837780898876405,"[0.7398694213100822, 0.7417242719611624, 0.7577151080023463]","[0.2826021706836083, 0.3037464969252939, 0.3160614141252658]","[0.44866337807213347, 0.48191845227564, 0.5094062262034149]","[0.8946731688400671, 0.9004453142732383, 0.910609503954487]","[0.10220825693643287, 0.11209789237174395, 0.11301448278772822]","[0.44004805446818, 0.478542142217685, 0.5114498268756515]","[0.7079283828250826, 0.7104936912255724, 0.7277056156094607]","[0.32210271967478715, 0.3441204610436254, 0.3563765630935452]","[0.49484095129456707, 0.4977417462291399, 0.500905441759223]",0.0,0.0,0.0,1
longbench_v2,Multi-Document QA,blasst_aggressive_s50,13,0.46153846153846156,0.38461538461538464,0.07692307692307693,"(0.0, 0.23076923076923078)",402,8277,0.048568321855744834,0.0,1.2,0,0,73320320.0,34798072.0,34798072.0,34798072.0,0.0,75733759.91850609,100270080.0,1182116884.5859382,10056074025.952087,75733759.91850609,90492261.79816246,6138434.0,6138434.0,0.4746033841641717,0.4746033841641717,0.75529769118072,0.75529769118072,0.3428593357773936,0.0,69409280.0,33222827.0,33222827.0,3133440.0,1217498.0,1217498.0,777600.0,357747.0,357747.0,0.4746033841641717,0.0,0.14718749481057933,0.08372077481385788,0.0,0.4786510823912883,0.38854996425653593,0.4600655864197531,60917120.0,28810618.0,28810618.0,28810618.0,0.0,15130778.300647736,16711680.0,52095008.19490768,2588592358.300293,15130778.300647736,15356160.972213745,3866765.0,3866765.0,0.4729478018658794,0.4729478018658794,0.9054013899648471,0.9054013899648471,0.14186204724200133,0.0,60270080.0,28727052.0,28727052.0,522240.0,80044.0,80044.0,124800.0,3522.0,3522.0,0.4729478018658794,0.0,0.013486535857915514,0.06347583405124865,0.0,0.4766386903750584,0.1532705269607843,0.028221153846153847,12403200.0,5987454.0,5987454.0,5987454.0,0.0,60602981.61785835,83558400.0,1130021876.3910306,7467481667.651794,60602981.61785835,75136100.82594872,2271669.0,2271669.0,0.482734616873065,0.482734616873065,0.7252769514238946,0.7252769514238946,0.38900603863943706,0.0,9139200.0,4495775.0,4495775.0,2611200.0,1137454.0,1137454.0,652800.0,354225.0,354225.0,0.482734616873065,0.0,0.1739276866011121,0.18315184791021671,0.0,0.49192215948879553,0.4356058517156863,0.5426240808823529,"[0.7411768544275675, 0.7562010498526335, 0.7816804544505949]","[0.3131999208215161, 0.338908730939323, 0.3604498561374374]","[0.4240870516122716, 0.4782910539215686, 0.5157494971731313]","[0.8927944028330643, 0.9057256329075798, 0.9167513216944215]","[0.13061388034953747, 0.14267279547043524, 0.15273009435705273]","[0.4145294035964075, 0.47859695357833654, 0.525135049119434]","[0.7077499283447338, 0.7260556542134792, 0.7551773530519935]","[0.35236831185887263, 0.38505972165316343, 0.4077335081237795]","[0.4649998313090418, 0.48326023391812867, 0.49691745476973687]",0.46153846153846156,0.38461538461538464,6.0,1
longbench_v2,Multi-Document QA,blasst_original_s50,13,0.5384615384615384,0.38461538461538464,0.15384615384615385,"(0.0, 0.38461538461538464)",552,8296,0.0665380906460945,0.0,1.4,0,0,60028000.0,26552420.0,26552420.0,26552420.0,0.0,76902907.67964458,81960960.0,145390667.18314752,8484704127.384216,76902907.67964458,79640882.64242935,4224067.0,4224067.0,0.4423339108416072,0.4423339108416072,0.9382870537344192,0.9382870537344192,0.1309030945782876,0.0,56831360.0,25906225.0,25906225.0,2561280.0,546249.0,546249.0,635360.0,99946.0,99946.0,0.4423339108416072,0.0,0.03340584301092578,0.07036827813686947,0.0,0.45584383340465545,0.21327187968515743,0.15730609418282548,49889600.0,24207193.0,24207193.0,24207193.0,0.0,12369463.02060318,13660160.0,45053251.77996622,2211744325.0512695,12369463.02060318,12554566.063079834,3160967.0,3160967.0,0.4852152151951509,0.4852152151951509,0.9055137729428631,0.9055137729428631,0.14272354041215557,0.0,49360960.0,24135068.0,24135068.0,426880.0,68889.0,68889.0,101760.0,3236.0,3236.0,0.4852152151951509,0.0,0.013550576455667727,0.06335923719572817,0.0,0.48895053904948366,0.1613779047976012,0.031800314465408805,10138400.0,2345227.0,2345227.0,2345227.0,0.0,64533444.659041405,68300800.0,100337415.4031813,6272959802.332947,64533444.659041405,67086316.57934952,1063100.0,1063100.0,0.2313212143928036,0.2313212143928036,0.9448417098927304,0.9448417098927304,0.12647223768411836,0.0,7470400.0,1771157.0,1771157.0,2134400.0,477360.0,477360.0,533600.0,96710.0,96710.0,0.2313212143928036,0.0,0.03737689632197739,0.10485875483310976,0.0,0.23708998179481688,0.22365067466266866,0.18124062968515742,"[0.9345242593426986, 0.9399390031508501, 0.9451026039937906]","[0.11124050304573116, 0.1253526682285365, 0.14056281105670904]","[0.3962149941357237, 0.44040775240384616, 0.47930323827519167]","[0.8960601310933858, 0.905685247387737, 0.9183170406349624]","[0.13480711960956565, 0.13854116154576618, 0.15358719790236733]","[0.42570236170579406, 0.4822040409789414, 0.5365956164103786]","[0.9416252120756186, 0.9488328929563924, 0.9526382938261905]","[0.10257021820916301, 0.11635112135506573, 0.13705085171760392]","[0.21319912603199173, 0.22649193548387098, 0.24788432476850925]",0.5384615384615384,0.38461538461538464,7.0,0
longbench_v2,Multi-Document QA,cancel_guard_gaussian_r32_s50,13,0.23076923076923078,0.38461538461538464,-0.15384615384615385,"(-0.38461538461538464, 0.0)",503,8663,0.058063026665127554,0.0,0.6,0,0,102635360.0,47026934.0,0.0,47026934.0,0.0,101289384.46779402,140206080.0,1102559901.66044,14211357705.597565,101289384.46779402,128048496.46564865,12923717.0,12923717.0,0.4581942714479688,0.4581942714479688,0.7224321831677629,0.7224321831677629,0.27853726792871586,0.0,97168640.0,44989637.0,44989637.0,4381440.0,1573615.0,1573615.0,1085280.0,463682.0,463682.0,0.0,0.0,0.19085557486419016,0.1259187574340851,0.0,0.4630057290088654,0.35915475277534326,0.42724642488574377,85292160.0,38385726.0,0.0,38385726.0,0.0,21555401.63285446,23367680.0,25196568.88069128,3770870047.184082,21555401.63285446,22044646.355514526,9417725.0,9417725.0,0.45004987562749027,0.45004987562749027,0.9224450879528675,0.9224450879528675,0.08174287712897356,0.0,84389440.0,38313744.0,38313744.0,730240.0,71696.0,71696.0,172480.0,286.0,286.0,0.0,0.0,0.02093681198390532,0.11041724116261097,0.0,0.4540111179787424,0.09818141980718668,0.0016581632653061224,17343200.0,8641208.0,0.0,8641208.0,0.0,79733982.83493955,116838400.0,1077363332.7797487,10440487658.413483,79733982.83493955,106003850.11013412,3505992.0,3505992.0,0.4982476128972739,0.4982476128972739,0.682429602210742,0.682429602210742,0.32123340645733495,0.0,12779200.0,6675893.0,6675893.0,3651200.0,1501919.0,1501919.0,912800.0,463396.0,463396.0,0.0,0.0,0.22483932744024712,0.2021536971262512,0.0,0.5224030455740578,0.41134941936897457,0.5076643295354952,"[0.7062296865360798, 0.7279840755476752, 0.7385717232248726]","[0.26344025749475114, 0.2792114356089513, 0.2993199923764307]","[0.41618066876617726, 0.4746820165520984, 0.5184443812760963]","[0.8983366063359188, 0.9131292662756774, 0.9342186097057987]","[0.07644917381169233, 0.08902147920487377, 0.09985341854772008]","[0.4031430384342218, 0.4736458579681746, 0.521338187547683]","[0.6654059931861982, 0.6881077779435055, 0.703951400309332]","[0.30677285744643545, 0.3213233590865149, 0.3448938157859244]","[0.4848186145718564, 0.4955586883876358, 0.5080317706029781]",0.23076923076923078,0.38461538461538464,3.0,1
longbench_v2,Multi-Document QA,dense,13,0.38461538461538464,0.38461538461538464,0.0,"(0.0, 0.0)",8026,8026,1.0,1.0,1.0,0,0,63011520.0,0.0,0.0,0.0,0.0,88965120.0,88965120.0,0.0,9290967674.917328,88965120.0,88965120.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,59539360.0,0.0,0.0,2780160.0,0.0,0.0,692000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52006720.0,0.0,0.0,0.0,0.0,14827520.0,14827520.0,0.0,2492937786.38916,14827520.0,14827520.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,51430560.0,0.0,0.0,463360.0,0.0,0.0,112800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11004800.0,0.0,0.0,0.0,0.0,74137600.0,74137600.0,0.0,6798029888.528168,74137600.0,74137600.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8108800.0,0.0,0.0,2316800.0,0.0,0.0,579200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",0.38461538461538464,0.38461538461538464,5.0,0
longbench_v2,Multi-Document QA,full_centered_s50,13,0.46153846153846156,0.38461538461538464,0.07692307692307693,"(-0.23076923076923078, 0.38461538461538464)",544,8644,0.06293382693197594,0.0,1.2,0,0,101080800.0,49704647.0,0.0,49704647.0,0.0,100945178.12038976,140820480.0,1127967338.906227,14253874260.062378,100945178.12038976,127937625.21856117,12897357.0,12897357.0,0.49173183235589746,0.49173183235589746,0.716835918471445,0.716835918471445,0.2813078170273435,0.0,95590240.0,47634917.0,47634917.0,4400640.0,1604930.0,1604930.0,1089920.0,464800.0,464800.0,0.0,0.0,0.1916798401636709,0.12759452833772586,0.0,0.4983240653020643,0.3647037703606748,0.42645331767469175,83661600.0,40895592.0,0.0,40895592.0,0.0,21439456.638130188,23470080.0,32266853.238140948,3769126419.737793,21439456.638130188,21962132.424369812,9397385.0,9397385.0,0.4888215381967354,0.4888215381967354,0.9134803391437177,0.9134803391437177,0.09252475733049884,0.0,82755040.0,40820202.0,40820202.0,733440.0,74973.0,74973.0,173120.0,417.0,417.0,0.0,0.0,0.022269876636109635,0.11232614485020607,0.0,0.49326544945177964,0.10222104057591623,0.0024087338262476893,17419200.0,8809055.0,0.0,8809055.0,0.0,79505721.48225957,117350400.0,1095700485.668086,10484747840.324585,79505721.48225957,105975492.79419136,3499972.0,3499972.0,0.5057095044548544,0.5057095044548544,0.6775070343369906,0.6775070343369906,0.32327113798235163,0.0,12835200.0,6814715.0,6814715.0,3667200.0,1529957.0,1529957.0,916800.0,464383.0,464383.0,0.0,0.0,0.22556183286918313,0.20092610452833654,0.0,0.5309395256793817,0.41720031631762655,0.506525959860384,"[0.7051281298774505, 0.7182597531974113, 0.7332618877994874]","[0.2693319554016842, 0.2750379258427155, 0.30138081197999184]","[0.4441642385252335, 0.5089588188423181, 0.5407114758387533]","[0.8832066900053736, 0.9002984587142342, 0.9253532486887808]","[0.08479969229213422, 0.10454745259492297, 0.1170971054989216]","[0.4343806592647621, 0.5108759603105426, 0.5476470491745106]","[0.6597764717100777, 0.6801362345863674, 0.6997150296581426]","[0.3071577626805901, 0.3208613874986147, 0.34421829205174054]","[0.4939498695303091, 0.5033243823845328, 0.5136659651697107]",0.46153846153846156,0.38461538461538464,6.0,1
longbench_v2,Multi-Document QA,jl_gaussian_r32_s50,13,0.3076923076923077,0.38461538461538464,-0.07692307692307693,"(-0.3076923076923077, 0.15384615384615385)",540,8778,0.06151742993848257,0.0,0.8,0,0,105620000.0,49080309.0,0.0,49080309.0,0.0,103497898.80652209,144384000.0,1156322634.1863782,14468253347.995026,103497898.80652209,131351735.18685532,13272460.0,13272460.0,0.46468764438553306,0.46468764438553306,0.716823878037193,0.716823878037193,0.28270367941188224,0.0,99990720.0,46912791.0,46912791.0,4512000.0,1661908.0,1661908.0,1117280.0,505610.0,505610.0,0.0,0.0,0.19291497936290192,0.12566237455027457,0.0,0.4691714491104775,0.36833067375886525,0.4525365172561936,87760000.0,40055415.0,0.0,40055415.0,0.0,22178788.01057434,24064000.0,27323615.42592871,3845886191.770996,22178788.01057434,22686756.1098938,9660090.0,9660090.0,0.45641995214220604,0.45641995214220604,0.9216584113436811,0.9216584113436811,0.08428899348813204,0.0,86830720.0,39980171.0,39980171.0,752000.0,74961.0,74961.0,177280.0,283.0,283.0,0.0,0.0,0.021109046680496093,0.1100739516864175,0.0,0.4604380914957287,0.09968218085106383,0.0015963447653429602,17860000.0,9024894.0,0.0,9024894.0,0.0,81319110.79594775,120320000.0,1128999018.7604494,10622367156.22403,81319110.79594775,108664979.07696152,3612370.0,3612370.0,0.5053132138857783,0.5053132138857783,0.6758569713758955,0.6758569713758955,0.326013908146626,0.0,13160000.0,6932620.0,6932620.0,3760000.0,1586947.0,1586947.0,940000.0,505327.0,505327.0,0.0,0.0,0.22727616589938307,0.20226035834266518,0.0,0.5267948328267478,0.42206037234042554,0.5375819148936171,"[0.7052075584340837, 0.7162341495982066, 0.7363681307990857]","[0.2662033513035743, 0.28229306430465106, 0.3050691074188873]","[0.40861323992087656, 0.48292482599210473, 0.5150243154883813]","[0.8962100811306464, 0.9103087458364814, 0.9363060621869619]","[0.07492180237080898, 0.0924065994041578, 0.10358061964679102]","[0.3921986780550618, 0.4801016620243313, 0.5167436459133454]","[0.6637247555318537, 0.6732857025162539, 0.6939236920318714]","[0.30577575906175525, 0.32681034505257706, 0.3506071647817085]","[0.49647131316132276, 0.5057483552631579, 0.5144584292493843]",0.3076923076923077,0.38461538461538464,4.0,1
longbench_v2,Multi-Document QA,jl_sign_r32_s50,13,0.3076923076923077,0.38461538461538464,-0.07692307692307693,"(-0.23076923076923078, 0.0)",447,8928,0.050067204301075266,0.0,0.8,0,0,94541760.0,43239990.0,0.0,43239990.0,0.0,91953641.98029277,127057920.0,973210738.0630454,12773357916.990784,91953641.98029277,115667637.10565567,11953198.0,11953198.0,0.45736392045166074,0.45736392045166074,0.7237143657026085,0.7237143657026085,0.27602658051093976,0.0,89587360.0,41364257.0,41364257.0,3970560.0,1448460.0,1448460.0,983840.0,427273.0,427273.0,0.0,0.0,0.1866392518102209,0.12643299638170477,0.0,0.46171978948815995,0.36479992746615086,0.43429114490161,78824960.0,35335718.0,0.0,35335718.0,0.0,19494357.85186386,21176320.0,24039203.77678288,3352574419.26709,19494357.85186386,19948802.109169006,8781844.0,8781844.0,0.4482808237390796,0.4482808237390796,0.9205734448602902,0.9205734448602902,0.08467804563919118,0.0,78006560.0,35263056.0,35263056.0,661760.0,72389.0,72389.0,156640.0,273.0,273.0,0.0,0.0,0.02146002031066518,0.11140943173329869,0.0,0.4520524427689158,0.1093886000967118,0.0017428498467824312,15716800.0,7904272.0,0.0,7904272.0,0.0,72459284.1284289,105881600.0,949171534.2862625,9420783497.723694,72459284.1284289,95718834.99648666,3171354.0,3171354.0,0.5029186602870813,0.5029186602870813,0.6843425498710721,0.6843425498710721,0.3174160193855604,0.0,11580800.0,6101201.0,6101201.0,3308800.0,1376071.0,1376071.0,827200.0,427000.0,427000.0,0.0,0.0,0.21967509811013206,0.20178115137941566,0.0,0.5268376105277701,0.4158821929400387,0.5161992263056093,"[0.7087533626172772, 0.7206033227379757, 0.7438545175435778]","[0.26030334146765705, 0.2770817334761743, 0.2997349168167643]","[0.4138194001354162, 0.4608308315738541, 0.5173664364277676]","[0.8977277718578597, 0.9118654461087365, 0.9349875851365901]","[0.07584967019650504, 0.09344657598223496, 0.1005252292005081]","[0.39892283696385666, 0.45405473579347105, 0.5191072360840919]","[0.6687454211962391, 0.686156293343414, 0.6990870443038925]","[0.2971028648046875, 0.32273114113995205, 0.34340762545351317]","[0.4927098000135126, 0.5038421052631579, 0.5127507643377449]",0.3076923076923077,0.38461538461538464,4.0,1
longbench_v2,Multi-Document QA,mass_s50,13,0.46153846153846156,0.38461538461538464,0.07692307692307693,"(-0.15384615384615385, 0.3076923076923077)",353,8893,0.03969414145957495,0.0,1.2,0,0,97633440.0,46744483.0,46744483.0,46744483.0,0.0,100759327.98136187,135905280.0,1416952930.8946564,14359371779.42221,100759327.98136187,123009245.54862022,10716616.0,10716616.0,0.4787753355817433,0.4787753355817433,0.7413937705831728,0.7413937705831728,0.3141304177993305,0.0,92330400.0,44272393.0,44272393.0,4247040.0,1958460.0,1958460.0,1056000.0,513630.0,513630.0,0.4787753355817433,0.0,0.16371635868200526,0.10976378585042174,0.0,0.4794996339233882,0.46113528481012656,0.48639204545454545,80822240.0,38205069.0,38205069.0,38205069.0,0.0,20854967.043880463,22650880.0,29317207.39093389,3646990822.508789,20854967.043880463,21217706.267528534,7481889.0,7481889.0,0.4727049015221553,0.4727049015221553,0.9207133252165242,0.9207133252165242,0.08965901521406314,0.0,79943200.0,38049826.0,38049826.0,707840.0,153580.0,153580.0,171200.0,1663.0,1663.0,0.4727049015221553,0.0,0.01601435457024501,0.09257215588184638,0.0,0.4759607571375677,0.21696993670886075,0.009713785046728972,16811200.0,8539414.0,8539414.0,8539414.0,0.0,79904360.9374814,113254400.0,1387635723.5037227,10712380956.913422,79904360.9374814,101791539.28109169,3234727.0,3234727.0,0.5079598125059485,0.5079598125059485,0.7055298596565026,0.7055298596565026,0.35991067786382985,0.0,12387200.0,6222567.0,6222567.0,3539200.0,1804880.0,1804880.0,884800.0,511967.0,511967.0,0.5079598125059485,0.0,0.19325675950435733,0.19241499714476062,0.0,0.5023384622836476,0.5099683544303798,0.578624547920434,"[0.7248124609409805, 0.7474150947262422, 0.7619272718302023]","[0.2923429207109764, 0.31428259148934273, 0.32662036619646595]","[0.43918893428177824, 0.4929002328807849, 0.5146719773547509]","[0.8905026582278537, 0.9101769702168317, 0.9305497489368507]","[0.08335809768612913, 0.1013865778139133, 0.11185084781169866]","[0.4286298846788935, 0.49168720368023283, 0.5161258222674054]","[0.6888816777179525, 0.7134059699695384, 0.7345503405453068]","[0.3346991033864844, 0.3585513845562547, 0.3736887298196474]","[0.488937134502924, 0.5015645057766367, 0.5153114732040872]",0.46153846153846156,0.38461538461538464,6.0,0
longbench_v2,Single-Document QA,blasst_aggressive_s50,17,0.5882352941176471,0.47058823529411764,0.11764705882352941,"(-0.11764705882352941, 0.35294117647058826)",623,10337,0.06026893682886718,0.0,1.25,0,0,101991520.0,43196408.0,43196408.0,43196408.0,0.0,104225300.13101655,137256960.0,1522599017.0946252,13573134567.421082,104225300.13101655,124035565.45745277,8226369.0,8226369.0,0.42352940715071213,0.42352940715071213,0.759344372270933,0.759344372270933,0.3349289555497364,0.0,96629920.0,41047226.0,41047226.0,4289280.0,1663280.0,1663280.0,1072320.0,485902.0,485902.0,0.42352940715071213,0.0,0.14432976897081373,0.08065738210392394,0.0,0.4247879538759837,0.3877760370038794,0.45313152790211875,85013120.0,35051895.0,35051895.0,35051895.0,0.0,20730551.263990402,22876160.0,73447751.60620324,3415917945.584961,20730551.263990402,21020332.425762177,5127948.0,5127948.0,0.4123115937869355,0.4123115937869355,0.9062076530322573,0.9062076530322573,0.14663428905732925,0.0,84119520.0,34938284.0,34938284.0,714880.0,109545.0,109545.0,178720.0,4066.0,4066.0,0.4123115937869355,0.0,0.012667386561895628,0.06031948950938396,0.0,0.41534098149870563,0.15323550805729633,0.02275067144136079,16978400.0,8144513.0,8144513.0,8144513.0,0.0,83494748.86702615,114380800.0,1449151265.488422,10157216621.83612,83494748.86702615,103015233.0316906,3098421.0,3098421.0,0.4796984992696603,0.4796984992696603,0.7299717161186681,0.7299717161186681,0.3777195841327657,0.0,12510400.0,6108942.0,6108942.0,3574400.0,1553735.0,1553735.0,893600.0,481836.0,481836.0,0.4796984992696603,0.0,0.17066224545259737,0.18249193092399754,0.0,0.48830908683974933,0.43468414279319606,0.5392076991942704,"[0.7448589935398647, 0.7630756262337454, 0.7786725163553156]","[0.3162044141004352, 0.3279074887590644, 0.35698075236379007]","[0.3708573624395674, 0.46631100227391986, 0.5334442742785063]","[0.8798344337246898, 0.8970748067623184, 0.9229848598572727]","[0.13708177829364387, 0.14525632431903887, 0.16744929637572065]","[0.3492611335204892, 0.4665897308946878, 0.5508839754244945]","[0.7129491978292369, 0.7362757901280307, 0.7563781789542918]","[0.3570748736104028, 0.368640133698234, 0.39968783660134166]","[0.4609645931219647, 0.48111399291497975, 0.49196102731331137]",0.5882352941176471,0.47058823529411764,10.0,1
