layer,step,remaining_mask_ratio,active_count,tile_count
1,0,0.9,83,79
1,0,0.9,84,101
1,0,0.9,85,88
1,0,0.9,86,85
1,0,0.9,87,82
1,0,0.9,88,86
1,0,0.9,89,90
1,0,0.9,90,83
1,0,0.9,91,91
1,0,0.9,92,87
1,0,0.9,93,99
1,0,0.9,94,107
1,0,0.9,95,90
1,0,0.9,96,97
1,0,0.9,97,104
1,0,0.9,98,92
1,0,0.9,99,118
1,0,0.9,100,115
1,0,0.9,101,131
1,0,0.9,102,118
1,0,0.9,103,126
1,0,0.9,104,138
1,0,0.9,105,144
1,0,0.9,106,157
1,0,0.9,107,150
1,0,0.9,108,186
1,0,0.9,109,209
1,0,0.9,110,199
1,0,0.9,111,213
1,0,0.9,112,234
1,0,0.9,113,263
1,0,0.9,114,265
1,0,0.9,115,351
1,0,0.9,116,431
1,0,0.9,117,406
1,0,0.9,118,345
1,0,0.9,119,420
1,0,0.9,120,520
1,0,0.9,121,534
1,0,0.9,122,559
1,0,0.9,123,647
1,0,0.9,124,919
1,0,0.9,125,1501
1,0,0.9,126,1645
1,0,0.9,127,2814
1,0,0.9,128,41642
1,1,0.5,0,8161
1,1,0.5,1,986
1,1,0.5,2,611
1,1,0.5,3,569
1,1,0.5,4,393
1,1,0.5,5,308
1,1,0.5,6,265
1,1,0.5,7,249
1,1,0.5,8,204
1,1,0.5,9,189
1,1,0.5,10,233
1,1,0.5,11,198
1,1,0.5,12,220
1,1,0.5,13,217
1,1,0.5,14,233
1,1,0.5,15,231
1,1,0.5,16,202
1,1,0.5,17,203
1,1,0.5,18,230
1,1,0.5,19,267
1,1,0.5,20,225
1,1,0.5,21,251
1,1,0.5,22,245
1,1,0.5,23,273
1,1,0.5,24,254
1,1,0.5,25,232
1,1,0.5,26,263
1,1,0.5,27,246
1,1,0.5,28,284
1,1,0.5,29,246
1,1,0.5,30,265
1,1,0.5,31,244
1,1,0.5,32,231
1,1,0.5,33,234
1,1,0.5,34,247
1,1,0.5,35,236
1,1,0.5,36,254
1,1,0.5,37,245
1,1,0.5,38,223
1,1,0.5,39,237
1,1,0.5,40,217
1,1,0.5,41,209
1,1,0.5,42,233
1,1,0.5,43,244
1,1,0.5,44,210
1,1,0.5,45,217
1,1,0.5,46,216
1,1,0.5,47,271
1,1,0.5,48,262
1,1,0.5,49,229
1,1,0.5,50,240
1,1,0.5,51,217
1,1,0.5,52,216
1,1,0.5,53,262
1,1,0.5,54,231
1,1,0.5,55,254
1,1,0.5,56,248
1,1,0.5,57,240
1,1,0.5,58,269
1,1,0.5,59,214
1,1,0.5,60,260
1,1,0.5,61,278
1,1,0.5,62,278
1,1,0.5,63,285
1,1,0.5,64,283
1,1,0.5,65,254
1,1,0.5,66,251
1,1,0.5,67,256
1,1,0.5,68,260
1,1,0.5,69,236
1,1,0.5,70,239
1,1,0.5,71,229
1,1,0.5,72,216
1,1,0.5,73,249
1,1,0.5,74,212
1,1,0.5,75,224
1,1,0.5,76,277
1,1,0.5,77,251
1,1,0.5,78,240
1,1,0.5,79,254
1,1,0.5,80,239
1,1,0.5,81,237
