split,context,remaining_mask_ratio,noise_phase,layer,head,query_tile,candidate_tiles,new_maximum_candidates,mean_veto_row_relative_mass_error,mean_veto_row_relative_value_error,compact_mean_relative_output_error,compact_masked_mean_relative_output_error,compact_visible_mean_relative_output_error,compact_minimum_row_cosine,veto_oracle_mean_relative_output_error
test,9,0.5,mid,15,7,14,18,6,0.5404674410820007,0.7026408314704895,0.10775749385356903,0.09733562916517258,0.11956895142793655,0.8712257146835327,0.21231046319007874
test,9,0.5,mid,15,15,14,19,10,0.4259395897388458,0.8809099197387695,0.10878650099039078,0.091666080057621,0.12818965315818787,0.49651557207107544,0.0921383649110794
test,9,0.5,mid,15,31,14,7,3,0.37870219349861145,0.4688246250152588,0.01013882365077734,0.008470980450510979,0.01202904712408781,0.992958664894104,0.012958059087395668
test,9,0.5,mid,31,0,14,25,14,0.291584849357605,0.7894048690795898,0.17345339059829712,0.12549543380737305,0.22780576348304749,0.49535492062568665,0.041710201650857925
test,9,0.5,mid,31,7,14,19,8,0.5241535305976868,0.45979711413383484,0.05578993260860443,0.04637240618467331,0.06646313518285751,0.9772028923034668,0.07978125661611557
test,9,0.5,mid,31,15,14,9,3,0.45981353521347046,0.21285150945186615,0.017815306782722473,0.008782717399299145,0.02805224433541298,0.9845055937767029,0.02616414614021778
test,9,0.5,mid,31,31,14,24,17,0.44943568110466003,0.5169733166694641,0.12312914431095123,0.11458408832550049,0.13281355798244476,0.7737004160881042,0.1030014306306839
test,9,0.15,low,0,0,14,14,14,0.557257354259491,0.6705884337425232,0.038317155092954636,0.04162168130278587,0.03743376582860947,0.9906660318374634,0.04448883980512619
test,9,0.15,low,0,7,14,13,13,0.3106589913368225,0.5614780187606812,0.08688195049762726,0.08885030448436737,0.08635575324296951,0.9921768307685852,0.052323777228593826
test,9,0.15,low,0,15,14,9,9,0.30567845702171326,0.46453040838241577,0.07520792633295059,0.05393907055258751,0.08089365810155869,0.940454363822937,0.08420637249946594
test,9,0.15,low,0,31,14,14,14,0.16098502278327942,0.46354174613952637,0.06891347467899323,0.062096934765577316,0.07073571532964706,0.9936345219612122,0.07587265968322754
test,9,0.15,low,15,0,14,15,15,0.5135867595672607,0.8226066827774048,0.055364761501550674,0.0631931871175766,0.05327201634645462,0.9543899893760681,0.11271931976079941
test,9,0.15,low,15,7,14,17,17,0.5288006067276001,0.5706526041030884,0.1523461490869522,0.12878547608852386,0.15864452719688416,0.8600013256072998,0.2732093632221222
test,9,0.15,low,15,15,14,15,15,0.4623182415962219,0.6276809573173523,0.08816419541835785,0.11233792454004288,0.08170189708471298,0.6221441626548767,0.09000930190086365
test,9,0.15,low,15,31,14,15,15,0.4764941930770874,0.5326783657073975,0.037359315901994705,0.03748799115419388,0.037324920296669006,0.9004830121994019,0.05047128349542618
test,9,0.15,low,31,0,14,22,22,0.22050358355045319,0.7784863710403442,0.21466468274593353,0.16523854434490204,0.22787760198116302,0.4349345564842224,0.07870630919933319
test,9,0.15,low,31,7,14,32,32,0.5817366242408752,0.46355926990509033,0.17961890995502472,0.20119310915470123,0.17385153472423553,0.898918867111206,0.21495962142944336
test,9,0.15,low,31,15,14,14,14,0.478491872549057,0.266951322555542,0.04022717475891113,0.014676010236144066,0.047057680785655975,0.9869868755340576,0.058250293135643005
test,9,0.15,low,31,31,14,27,27,0.424338161945343,0.6308661103248596,0.2090955674648285,0.18977275490760803,0.21426105499267578,0.646450400352478,0.19274652004241943
test,10,0.9,high,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9999998211860657,0.0
test,10,0.9,high,0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9999998211860657,0.0
test,10,0.9,high,0,15,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9999997615814209,0.0
test,10,0.9,high,0,31,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9999998807907104,0.0
test,10,0.9,high,15,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9999997615814209,0.0
test,10,0.9,high,15,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9999998211860657,0.0
test,10,0.9,high,15,15,0,9,0,0.42421233654022217,0.42976629734039307,0.012901620008051395,0.013310682028532028,0.005830677226185799,0.9991427063941956,0.017087183892726898
test,10,0.9,high,15,31,0,3,0,0.2820691466331482,0.8735194802284241,0.00112322554923594,0.001113757723942399,0.0012868831399828196,0.999950647354126,0.0009070318192243576
test,10,0.9,high,31,0,0,18,1,0.15261778235435486,0.5341656804084778,0.009813891723752022,0.010377587750554085,6.999255856499076e-05,0.9908614158630371,0.009964818134903908
test,10,0.9,high,31,7,0,5,0,0.31093427538871765,0.15839946269989014,0.0034694704227149487,0.0028082027565687895,0.014899954199790955,0.9997977614402771,0.00715562142431736
test,10,0.9,high,31,15,0,1,0,0.38693538308143616,0.08894461393356323,0.00025721773272380233,0.0002130103821400553,0.00102137285284698,0.9999974370002747,0.0002538605476729572
test,10,0.9,high,31,31,0,19,0,0.3874777853488922,0.22254852950572968,0.014694196172058582,0.012461576610803604,0.05328661575913429,0.9904215335845947,0.021721946075558662
test,10,0.5,mid,0,0,0,2,0,0.5836870670318604,0.636837363243103,0.005231879651546478,0.008263805881142616,0.0019017303129658103,0.9999152421951294,0.006876683793962002
test,10,0.5,mid,0,7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9999997615814209,0.0
test,10,0.5,mid,0,15,0,3,0,0.32456082105636597,0.3809345066547394,0.00664435513317585,0.004171943292021751,0.009359954856336117,0.9998870491981506,0.007993290200829506
test,10,0.5,mid,0,31,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9999997615814209,0.0
test,10,0.5,mid,15,0,0,20,9,0.39581984281539917,0.7972825169563293,0.024738404899835587,0.024086959660053253,0.025453923270106316,0.9953254461288452,0.05128083378076553
test,10,0.5,mid,15,7,0,14,5,0.3057195544242859,0.8999139070510864,0.03928278386592865,0.03933768346905708,0.039222490042448044,0.910839319229126,0.06699758023023605
test,10,0.5,mid,15,15,0,19,6,0.44851168990135193,0.7882864475250244,0.03409441560506821,0.037017207592725754,0.03088413178920746,0.9437034130096436,0.04262598231434822
test,10,0.5,mid,15,31,0,14,5,0.7130115032196045,0.5670256614685059,0.013611306436359882,0.01182393915951252,0.015574478544294834,0.9952082633972168,0.018369700759649277
test,10,0.5,mid,31,0,0,20,12,0.1727723330259323,0.7688112258911133,0.044721007347106934,0.045135870575904846,0.04426532983779907,0.8422467708587646,0.01772639900445938
test,10,0.5,mid,31,7,0,26,9,0.5837705731391907,0.4208860397338867,0.05926187336444855,0.05546022579073906,0.06343743950128555,0.9848577976226807,0.09891247749328613
test,10,0.5,mid,31,15,0,19,7,0.46242934465408325,0.25647637248039246,0.011322814971208572,0.007698433473706245,0.01530369184911251,0.9991903901100159,0.015099852345883846
test,10,0.5,mid,31,31,0,24,9,0.3684428930282593,0.45851266384124756,0.12312392145395279,0.1261616349220276,0.11978741735219955,0.7322362065315247,0.12283328175544739
test,10,0.15,low,0,0,0,29,29,0.5451409816741943,0.6899154186248779,0.05785337835550308,0.06311888992786407,0.05651119351387024,0.959665060043335,0.05649912357330322
test,10,0.15,low,0,7,0,5,5,0.3149550259113312,0.9826847314834595,0.02462257258594036,0.03798317909240723,0.02121693082153797,0.998650312423706,0.0337706133723259
test,10,0.15,low,0,15,0,30,30,0.4166159927845001,0.4150848686695099,0.1316489577293396,0.07576383650302887,0.14589418470859528,0.9827345013618469,0.1638326346874237
test,10,0.15,low,0,31,0,3,3,0.4944562315940857,0.7991078495979309,0.023837871849536896,0.027554210275411606,0.022890567779541016,0.9988359212875366,0.028488002717494965
test,10,0.15,low,15,0,0,35,35,0.4699094593524933,0.8875742554664612,0.07763461023569107,0.10075382143259048,0.07174147665500641,0.9663515090942383,0.20397886633872986
test,10,0.15,low,15,7,0,29,29,0.4640886187553406,0.6805354356765747,0.15759271383285522,0.13746996223926544,0.16272205114364624,0.8550121784210205,0.3274308443069458
test,10,0.15,low,15,15,0,23,23,0.4210748076438904,0.7183643579483032,0.06304223090410233,0.07018673419952393,0.06122108921408653,0.6582165956497192,0.09131770581007004
test,10,0.15,low,15,31,0,24,24,1.0002591609954834,0.6709820628166199,0.038713954389095306,0.03665364906191826,0.03923913091421127,0.9773333668708801,0.060855261981487274
test,10,0.15,low,31,0,0,6,6,0.2286868393421173,0.7945113778114319,0.01570960320532322,0.012611820362508297,0.0164992343634367,0.9868855476379395,0.006485928315669298
test,10,0.15,low,31,7,0,34,34,0.6428008675575256,0.46565815806388855,0.1437496542930603,0.1369006633758545,0.1454954594373703,0.8533008694648743,0.24020087718963623
test,10,0.15,low,31,15,0,12,12,0.6856489181518555,0.4011791944503784,0.008918996900320053,0.002998142037540674,0.010428234934806824,0.9984992742538452,0.013820976950228214
test,10,0.15,low,31,31,0,20,20,0.33782869577407837,0.5113009214401245,0.11936289817094803,0.10752466320991516,0.12238050252199173,0.9392844438552856,0.12263137102127075
test,11,0.9,high,0,0,6,1,0,0.26387906074523926,0.33298829197883606,0.009336192160844803,0.010423805564641953,0.0011428334983065724,0.9998983144760132,0.013831812888383865
test,11,0.9,high,0,7,6,0,0,0.0,0.0,0.0,0.0,0.0,0.9999998211860657,0.0
test,11,0.9,high,0,15,6,2,0,0.3696129620075226,0.21614110469818115,0.004689941648393869,0.004022546112537384,0.009717653505504131,0.9998929500579834,0.009164562448859215
test,11,0.9,high,0,31,6,0,0,0.0,0.0,0.0,0.0,0.0,0.9999997615814209,0.0
test,11,0.9,high,15,0,6,3,0,0.5455725789070129,0.6786984205245972,0.011429970152676105,0.01068152580410242,0.017068251967430115,0.9929665327072144,0.015453855507075787
test,11,0.9,high,15,7,6,3,0,0.24593502283096313,0.7326040267944336,0.02637992426753044,0.026504522189497948,0.025441287085413933,0.9959446787834167,0.033787526190280914
test,11,0.9,high,15,15,6,11,0,0.4612520933151245,0.41475141048431396,0.020295225083827972,0.02029823698103428,0.02027253247797489,0.9910563230514526,0.029982315376400948
test,11,0.9,high,15,31,6,14,1,0.6465632319450378,0.6235144734382629,0.02188483253121376,0.02042693831026554,0.032867640256881714,0.9797505140304565,0.031420767307281494
test,11,0.9,high,31,0,6,23,0,0.29591354727745056,0.6003906726837158,0.029721206054091454,0.024747544899582863,0.06718945503234863,0.9377965927124023,0.011526135727763176
test,11,0.9,high,31,7,6,14,0,0.3163067102432251,0.19962550699710846,0.007963528856635094,0.005276973359286785,0.028202243149280548,0.9981549978256226,0.008537127636373043
test,11,0.9,high,31,15,6,9,0,0.45832476019859314,0.3491304814815521,0.013647671788930893,0.010801350697875023,0.03508995473384857,0.9970309734344482,0.012597892433404922
test,11,0.9,high,31,31,6,15,0,0.36105814576148987,0.2549562454223633,0.00848323293030262,0.006254155654460192,0.025275619700551033,0.9985419511795044,0.013887615874409676
test,11,0.5,mid,0,0,6,6,0,0.5114617347717285,0.6677085757255554,0.012691507115960121,0.017962172627449036,0.008040920831263065,0.999682605266571,0.01694703847169876
test,11,0.5,mid,0,7,6,0,0,0.0,0.0,0.0,0.0,0.0,0.9999997615814209,0.0
test,11,0.5,mid,0,15,6,5,1,0.47354617714881897,0.4582301676273346,0.02962455525994301,0.017981911078095436,0.039897479116916656,0.9910627007484436,0.03941494971513748
test,11,0.5,mid,0,31,6,0,0,0.0,0.0,0.0,0.0,0.0,0.9999997615814209,0.0
test,11,0.5,mid,15,0,6,12,6,0.3856911361217499,0.7674827575683594,0.02174168825149536,0.024008363485336304,0.01974167861044407,0.9978330731391907,0.04567582905292511
test,11,0.5,mid,15,7,6,14,9,0.40150392055511475,0.8899779319763184,0.10443315654993057,0.08269286155700684,0.12361577153205872,0.8400857448577881,0.15416356921195984
test,11,0.5,mid,15,15,6,15,6,0.3591757118701935,0.5589364767074585,0.05860554426908493,0.0633266493678093,0.05443986877799034,0.7447819709777832,0.0524570569396019
test,11,0.5,mid,15,31,6,14,8,0.45483118295669556,0.6391425728797913,0.016504405066370964,0.014815056696534157,0.017995011061429977,0.9748263359069824,0.02218412049114704
test,11,0.5,mid,31,0,6,39,22,0.26930317282676697,0.7436801195144653,0.21043768525123596,0.23063445091247559,0.19261698424816132,0.6845552921295166,0.07748103141784668
test,11,0.5,mid,31,7,6,26,13,0.5937759280204773,0.3564419150352478,0.07115577906370163,0.07135549932718277,0.07097955048084259,0.9274110794067383,0.10533802956342697
test,11,0.5,mid,31,15,6,20,6,0.42536091804504395,0.29114192724227905,0.03612478822469711,0.03338420018553734,0.03854295238852501,0.9859576225280762,0.054518695920705795
test,11,0.5,mid,31,31,6,28,14,0.5258533954620361,0.4138575494289398,0.11102394014596939,0.11741352826356888,0.10538607835769653,0.9325087666511536,0.14596489071846008
test,11,0.15,low,0,0,6,22,22,0.5294049978256226,0.6895623207092285,0.04264811798930168,0.04333192855119705,0.0425708182156086,0.9850002527236938,0.042380694299936295
test,11,0.15,low,0,7,6,7,7,0.25818148255348206,0.6424615979194641,0.04802048206329346,0.05420064553618431,0.047321856021881104,0.9981242418289185,0.04241449385881424
test,11,0.15,low,0,15,6,19,19,0.4461127519607544,0.46643707156181335,0.08357535302639008,0.041043978184461594,0.08838324248790741,0.9905928373336792,0.09587441384792328
test,11,0.15,low,0,31,6,15,15,0.26476648449897766,0.7234342098236084,0.06873970478773117,0.06489041447639465,0.06917484104633331,0.9935208559036255,0.07879794389009476
test,11,0.15,low,15,0,6,22,22,0.44362667202949524,0.8466549515724182,0.05236852914094925,0.04857293516397476,0.0527975931763649,0.8973950743675232,0.12389367818832397
test,11,0.15,low,15,7,6,25,25,0.4004257321357727,0.6679158806800842,0.17628735303878784,0.12410049885511398,0.18218672275543213,0.820799708366394,0.36141934990882874
test,11,0.15,low,15,15,6,21,21,0.5370014309883118,0.68670254945755,0.08738656342029572,0.06834490597248077,0.08953908085823059,0.7176592946052551,0.09381413459777832
test,11,0.15,low,15,31,6,19,19,0.5633794069290161,0.724384605884552,0.0700615718960762,0.04146018624305725,0.0732947587966919,0.17096804082393646,0.07938545197248459
test,11,0.15,low,31,0,6,33,33,0.2564396858215332,0.6736642122268677,0.2672911286354065,0.29877969622612,0.26373156905174255,0.5441769361495972,0.15328073501586914
test,11,0.15,low,31,7,6,29,29,0.6367820501327515,0.44982415437698364,0.10442142188549042,0.11034081876277924,0.1037522703409195,0.9479681253433228,0.16233868896961212
test,11,0.15,low,31,15,6,26,26,0.6643969416618347,0.30583664774894714,0.048376090824604034,0.0354178249835968,0.049840934574604034,0.9860051870346069,0.07842746376991272
test,11,0.15,low,31,31,6,28,28,0.5033121705055237,0.5176185369491577,0.204306960105896,0.2129066288471222,0.20333479344844818,0.8127272129058838,0.30292806029319763
